date,year,country_code,name,description,primary_type,types,locations,strength
1/1/19,2019,DE,New Year's Day,"New Year's Day, which is on January 1, or the first day of the year in the Gregorian Calendar, is a public holiday in Germany.",National holiday,National holiday,All,3
3/6/19,2019,DE,Carnival / Ash Wednesday,Ash Wednesday marks the first day of Lent in western Christian churches.,Silent Day,Observance|Christian,All,3
4/18/19,2019,DE,Maundy Thursday,Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.,Silent Day,Observance|Christian,"BY, HE, NRW, RLP, SL",3
4/19/19,2019,DE,Good Friday,Many Christians in Germany observe the Good Friday public holiday to mark the crucifixion of Jesus Christ.,Christian,National holiday|Christian,All,3
4/20/19,2019,DE,Holy Saturday,Holy Saturday is the day before Easter Sunday.,Silent Day,Observance|Christian,"BY, HE, NDS, SL, RLP",3
4/22/19,2019,DE,Easter Monday,Many people in Germany annually observe Easter Monday on the day after Easter Sunday. It is a public holiday in all states.,Christian,National holiday|Christian,All,3
5/1/19,2019,DE,May Day,May Day in Germany is a holiday to celebrate the start of spring and to campaign for workers' rights. It is always on May 1.,National holiday,National holiday,All,3
5/30/19,2019,DE,Ascension Day,Ascension Day in Germany is on a Thursday 39 days after Easter Sunday.,Christian,National holiday|Christian,All,3
6/10/19,2019,DE,Whit Monday,"The Second Day of Pentecost is, which is on the Monday after Pentecost (or Whitsunday), is a public holiday in Germany.",Christian,National holiday|Christian,All,3
10/3/19,2019,DE,Day of German Unity,German Unity Day celebrates Germany's unification in 1990. It is on October 3 each year.,National holiday,National holiday,All,3
11/2/19,2019,DE,All Souls' Day,All Souls’ Day falls on November 2 each year. It is a day of alms giving and prayers for the dead.,Silent Day,Observance|Christian,NDS (community),3
12/24/19,2019,DE,Christmas Eve,Christmas Eve is the day before Christmas Day and the start of the Christmas celebration. It always falls on December 24 in Germany.,Silent Day,Christian|Half-day holiday,All,3
12/25/19,2019,DE,Christmas Day,Christmas Day marks the birth of Jesus Christ and is a public holiday in Germany. It is on December 25 each year.,Christian,National holiday|Christian,All,3
12/26/19,2019,DE,Boxing Day,The Second Day of Christmas is a public holiday in Germany. It always falls on December 26.,Christian,National holiday|Christian,All,3
12/31/19,2019,DE,New Year's Eve,New Year's Eve in Germany is annually celebrated on December 31. It is the last day of the year in the Gregorian calendar.,Bank holiday,Half-day holiday,All,3
1/1/20,2020,DE,New Year's Day,"New Year's Day, which is on January 1, or the first day of the year in the Gregorian Calendar, is a public holiday in Germany.",National holiday,National holiday,All,3
2/26/20,2020,DE,Carnival / Ash Wednesday,Ash Wednesday marks the first day of Lent in western Christian churches.,Silent Day,Observance|Christian,All,3
4/9/20,2020,DE,Maundy Thursday,Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.,Silent Day,Observance|Christian,"BY, HE, NRW, RLP, SL",3
4/10/20,2020,DE,Good Friday,Many Christians in Germany observe the Good Friday public holiday to mark the crucifixion of Jesus Christ.,Christian,National holiday|Christian,All,3
4/11/20,2020,DE,Holy Saturday,Holy Saturday is the day before Easter Sunday.,Silent Day,Observance|Christian,"BY, HE, NDS, SL, RLP",3
4/13/20,2020,DE,Easter Monday,Many people in Germany annually observe Easter Monday on the day after Easter Sunday. It is a public holiday in all states.,Christian,National holiday|Christian,All,3
5/1/20,2020,DE,May Day,May Day in Germany is a holiday to celebrate the start of spring and to campaign for workers' rights. It is always on May 1.,National holiday,National holiday,All,3
5/21/20,2020,DE,Ascension Day,Ascension Day in Germany is on a Thursday 39 days after Easter Sunday.,Christian,National holiday|Christian,All,3
6/1/20,2020,DE,Whit Monday,"The Second Day of Pentecost is, which is on the Monday after Pentecost (or Whitsunday), is a public holiday in Germany.",Christian,National holiday|Christian,All,3
10/3/20,2020,DE,Day of German Unity,German Unity Day celebrates Germany's unification in 1990. It is on October 3 each year.,National holiday,National holiday,All,3
11/2/20,2020,DE,All Souls' Day,All Souls’ Day falls on November 2 each year. It is a day of alms giving and prayers for the dead.,Silent Day,Observance|Christian,NDS (community),3
12/24/20,2020,DE,Christmas Eve,Christmas Eve is the day before Christmas Day and the start of the Christmas celebration. It always falls on December 24 in Germany.,Silent Day,Christian|Half-day holiday,All,3
12/25/20,2020,DE,Christmas Day,Christmas Day marks the birth of Jesus Christ and is a public holiday in Germany. It is on December 25 each year.,Christian,National holiday|Christian,All,3
12/26/20,2020,DE,Boxing Day,The Second Day of Christmas is a public holiday in Germany. It always falls on December 26.,Christian,National holiday|Christian,All,3
12/31/20,2020,DE,New Year's Eve,New Year's Eve in Germany is annually celebrated on December 31. It is the last day of the year in the Gregorian calendar.,Bank holiday,Half-day holiday,All,3
1/1/21,2021,DE,New Year's Day,"New Year's Day, which is on January 1, or the first day of the year in the Gregorian Calendar, is a public holiday in Germany.",National holiday,National holiday,All,3
2/17/21,2021,DE,Carnival / Ash Wednesday,Ash Wednesday marks the first day of Lent in western Christian churches.,Silent Day,Observance|Christian,All,3
4/1/21,2021,DE,Maundy Thursday,Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.,Silent Day,Observance|Christian,"BY, HE, NRW, RLP, SL",3
4/2/21,2021,DE,Good Friday,Many Christians in Germany observe the Good Friday public holiday to mark the crucifixion of Jesus Christ.,Christian,National holiday|Christian,All,3
4/3/21,2021,DE,Holy Saturday,Holy Saturday is the day before Easter Sunday.,Silent Day,Observance|Christian,"BY, HE, NDS, SL, RLP",3
4/5/21,2021,DE,Easter Monday,Many people in Germany annually observe Easter Monday on the day after Easter Sunday. It is a public holiday in all states.,Christian,National holiday|Christian,All,3
5/1/21,2021,DE,May Day,May Day in Germany is a holiday to celebrate the start of spring and to campaign for workers' rights. It is always on May 1.,National holiday,National holiday,All,3
5/13/21,2021,DE,Ascension Day,Ascension Day in Germany is on a Thursday 39 days after Easter Sunday.,Christian,National holiday|Christian,All,3
5/24/21,2021,DE,Whit Monday,"The Second Day of Pentecost is, which is on the Monday after Pentecost (or Whitsunday), is a public holiday in Germany.",Christian,National holiday|Christian,All,3
10/3/21,2021,DE,Day of German Unity,German Unity Day celebrates Germany's unification in 1990. It is on October 3 each year.,National holiday,National holiday,All,3
11/2/21,2021,DE,All Souls' Day,All Souls’ Day falls on November 2 each year. It is a day of alms giving and prayers for the dead.,Silent Day,Observance|Christian,NDS (community),3
12/24/21,2021,DE,Christmas Eve,Christmas Eve is the day before Christmas Day and the start of the Christmas celebration. It always falls on December 24 in Germany.,Silent Day,Christian|Half-day holiday,All,3
12/25/21,2021,DE,Christmas Day,Christmas Day marks the birth of Jesus Christ and is a public holiday in Germany. It is on December 25 each year.,Christian,National holiday|Christian,All,3
12/26/21,2021,DE,Boxing Day,The Second Day of Christmas is a public holiday in Germany. It always falls on December 26.,Christian,National holiday|Christian,All,3
12/31/21,2021,DE,New Year's Eve,New Year's Eve in Germany is annually celebrated on December 31. It is the last day of the year in the Gregorian calendar.,Bank holiday,Half-day holiday,All,3
1/1/22,2022,DE,New Year's Day,"New Year's Day, which is on January 1, or the first day of the year in the Gregorian Calendar, is a public holiday in Germany.",National holiday,National holiday,All,3
3/2/22,2022,DE,Carnival / Ash Wednesday,Ash Wednesday marks the first day of Lent in western Christian churches.,Silent Day,Observance|Christian,All,3
4/14/22,2022,DE,Maundy Thursday,Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.,Silent Day,Observance|Christian,"BY, HE, NRW, RLP, SL",3
4/15/22,2022,DE,Good Friday,Many Christians in Germany observe the Good Friday public holiday to mark the crucifixion of Jesus Christ.,Christian,National holiday|Christian,All,3
4/16/22,2022,DE,Holy Saturday,Holy Saturday is the day before Easter Sunday.,Silent Day,Observance|Christian,"BY, HE, NDS, SL, RLP",3
4/18/22,2022,DE,Easter Monday,Many people in Germany annually observe Easter Monday on the day after Easter Sunday. It is a public holiday in all states.,Christian,National holiday|Christian,All,3
5/1/22,2022,DE,May Day,May Day in Germany is a holiday to celebrate the start of spring and to campaign for workers' rights. It is always on May 1.,National holiday,National holiday,All,3
5/26/22,2022,DE,Ascension Day,Ascension Day in Germany is on a Thursday 39 days after Easter Sunday.,Christian,National holiday|Christian,All,3
6/6/22,2022,DE,Whit Monday,"The Second Day of Pentecost is, which is on the Monday after Pentecost (or Whitsunday), is a public holiday in Germany.",Christian,National holiday|Christian,All,3
10/3/22,2022,DE,Day of German Unity,German Unity Day celebrates Germany's unification in 1990. It is on October 3 each year.,National holiday,National holiday,All,3
11/2/22,2022,DE,All Souls' Day,All Souls’ Day falls on November 2 each year. It is a day of alms giving and prayers for the dead.,Silent Day,Observance|Christian,NDS (community),3
12/24/22,2022,DE,Christmas Eve,Christmas Eve is the day before Christmas Day and the start of the Christmas celebration. It always falls on December 24 in Germany.,Silent Day,Christian|Half-day holiday,All,3
12/25/22,2022,DE,Christmas Day,Christmas Day marks the birth of Jesus Christ and is a public holiday in Germany. It is on December 25 each year.,Christian,National holiday|Christian,All,3
12/26/22,2022,DE,Boxing Day,The Second Day of Christmas is a public holiday in Germany. It always falls on December 26.,Christian,National holiday|Christian,All,3
12/31/22,2022,DE,New Year's Eve,New Year's Eve in Germany is annually celebrated on December 31. It is the last day of the year in the Gregorian calendar.,Bank holiday,Half-day holiday,All,3
1/1/23,2023,DE,New Year's Day,"New Year's Day, which is on January 1, or the first day of the year in the Gregorian Calendar, is a public holiday in Germany.",National holiday,National holiday,All,3
2/22/23,2023,DE,Carnival / Ash Wednesday,Ash Wednesday marks the first day of Lent in western Christian churches.,Silent Day,Observance|Christian,All,3
4/6/23,2023,DE,Maundy Thursday,Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.,Silent Day,Observance|Christian,BY,3
4/7/23,2023,DE,Good Friday,Many Christians in Germany observe the Good Friday public holiday to mark the crucifixion of Jesus Christ.,Christian,National holiday|Christian,All,3
4/8/23,2023,DE,Holy Saturday,Holy Saturday is the day before Easter Sunday.,Silent Day,Observance|Christian,"BY, HE, NDS, SL, RLP",3
4/10/23,2023,DE,Easter Monday,Many people in Germany annually observe Easter Monday on the day after Easter Sunday. It is a public holiday in all states.,Christian,National holiday|Christian,All,3
5/1/23,2023,DE,May Day,May Day in Germany is a holiday to celebrate the start of spring and to campaign for workers' rights. It is always on May 1.,National holiday,National holiday,All,3
5/18/23,2023,DE,Ascension Day,Ascension Day in Germany is on a Thursday 39 days after Easter Sunday.,Christian,National holiday|Christian,All,3
5/29/23,2023,DE,Whit Monday,"The Second Day of Pentecost is, which is on the Monday after Pentecost (or Whitsunday), is a public holiday in Germany.",Christian,National holiday|Christian,All,3
10/3/23,2023,DE,Day of German Unity,German Unity Day celebrates Germany's unification in 1990. It is on October 3 each year.,National holiday,National holiday,All,3
